"field","label","description","temporal","category","subcategory","identifier"
"34694-0","VASCULAR ENDOTHELIAL GROWTH FACTOR [MASS/VOLUME] IN SERUM OR PLASMA","VASCULAR ENDOTHELIAL GROWTH FACTOR [MASS/VOLUME] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"34700-5","HIV1 DRUG RESISTANCE","HIV1 DRUG RESISTANCE","1","Laboratory","Other Labs","0"
"34716-1","COXIELLA BURNETII PHASE 1 IGG AB [TITER] IN SERUM BY IMMUNOFLUORESCENCE","COXIELLA BURNETII PHASE 1 IGG AB [TITER] IN SERUM BY IMMUNOFLUORESCENCE","1","Laboratory","Other Labs","0"
"34717-9","COXIELLA BURNETII PHASE 2 IGG AB [TITER] IN SERUM BY IMMUNOFLUORESCENCE","COXIELLA BURNETII PHASE 2 IGG AB [TITER] IN SERUM BY IMMUNOFLUORESCENCE","1","Laboratory","Other Labs","0"
"3474-4","CHLORPROPAMIDE","CHLORPROPAMIDE","1","Laboratory","Other Labs","0"
"3478-5","CHLORTHALIDONE [PRESENCE] IN URINE","CHLORTHALIDONE [PRESENCE] IN URINE","1","Laboratory","Other Labs","0"
"3491-8","CLOMIPRAMINE [MASS/VOLUME] IN SERUM OR PLASMA","CLOMIPRAMINE [MASS/VOLUME] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"3493-4","CLOMIPRAMINE+NORCLOMIPRAMINE [MASS/VOLUME] IN SERUM OR PLASMA","CLOMIPRAMINE+NORCLOMIPRAMINE [MASS/VOLUME] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"34970-4","Ultrasound Date","Ultrasound Date","1","Laboratory","Other Labs","0"
"35142-9","Amphiphysin Ab CSF","Amphiphysin Ab CSF","1","Laboratory","Other Labs","0"
"35143-7","PCA-2 CSF","PCA-2 CSF","1","Laboratory","Other Labs","0"
"35144-5","ANNA-3 CSF","ANNA-3 CSF","1","Laboratory","Other Labs","0"
"35146-0","CAPRIC ACID","CAPRIC ACID","1","Laboratory","Other Labs","0"
"35149-4","STEARIC ACID","STEARIC ACID","1","Laboratory","Other Labs","0"
"35150-2","LAURIC ACID","LAURIC ACID","1","Laboratory","Other Labs","0"
"35157-7","MYRISTIC ACID","MYRISTIC ACID","1","Laboratory","Other Labs","0"
"35158-5","MYRISTOLEIC ACID","MYRISTOLEIC ACID","1","Laboratory","Other Labs","0"
"35161-9","PALMITIC ACID","PALMITIC ACID","1","Laboratory","Other Labs","0"
"35162-7","PALMITOLEIC ACID","PALMITOLEIC ACID","1","Laboratory","Other Labs","0"
"35163-5","GAMMALINOLEIC ACID","GAMMALINOLEIC ACID","1","Laboratory","Other Labs","0"
"35164-3","ALPHA LINOLENIC","ALPHA LINOLENIC","1","Laboratory","Other Labs","0"
"35165-0","LINOLEIC ACID","LINOLEIC ACID","1","Laboratory","Other Labs","0"
"35166-8","OLEIC ACID","OLEIC ACID","1","Laboratory","Other Labs","0"
"35167-6","VACCENIC ACID","VACCENIC ACID","1","Laboratory","Other Labs","0"
"35168-4","ARACHIDONIC","ARACHIDONIC","1","Laboratory","Other Labs","0"
"35169-2","ARACHIDIC","ARACHIDIC","1","Laboratory","Other Labs","0"
"35170-0","NERVONIC ACID","NERVONIC ACID","1","Laboratory","Other Labs","0"
"35171-8","DIHOMOGAMMA LINOLENIC ACID","DIHOMOGAMMA LINOLENIC ACID","1","Laboratory","Other Labs","0"
"35172-6","MEAD ACID","MEAD ACID","1","Laboratory","Other Labs","0"
"35173-4","EPA","EPA","1","Laboratory","Other Labs","0"
"35174-2","DOCOSAHEXAENOIC ACID","DOCOSAHEXAENOIC ACID","1","Laboratory","Other Labs","0"
"35182-5","DOCOSATETRAENOIC ACID","DOCOSATETRAENOIC ACID","1","Laboratory","Other Labs","0"
"35275-7","MEASLES VIRUS IGG AB [PRESENCE] IN SERUM BY IMMUNOASSAY","MEASLES VIRUS IGG AB [PRESENCE] IN SERUM BY IMMUNOASSAY","1","Laboratory","Other Labs","0"
"3530-3","THC CARBOXYLIC ACID","THC CARBOXYLIC ACID","1","Laboratory","Other Labs","0"
"3531-1","DESIPRAMINE [MASS/VOLUME] IN SERUM OR PLASMA","DESIPRAMINE [MASS/VOLUME] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"3536-0","NORCLOMIPRAMINE [MASS/VOLUME] IN SERUM OR PLASMA","NORCLOMIPRAMINE [MASS/VOLUME] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"35363-1","Chylomicrons Trig","Chylomicrons Trig","1","Laboratory","Other Labs","0"
"35385-4","CRMP-5-IgG CSF","CRMP-5-IgG CSF","1","Laboratory","Other Labs","0"
"35386-2","CRMP-5, TITER","CRMP-5, TITER","1","Laboratory","Other Labs","0"
"35411-8","TRIENE/TETRAENE RATIO","TRIENE/TETRAENE RATIO","1","Laboratory","Other Labs","0"
"35559-4","M COMP 2 (g/dL)","M COMP 2 (g/dL)","1","Laboratory","Other Labs","0"
"35569-3","OLIGO BANDS, SERUM","OLIGO BANDS, SERUM","1","Laboratory","Other Labs","0"
"3559-2","DIGITOXIN [MASS/VOLUME] IN SERUM OR PLASMA","DIGITOXIN [MASS/VOLUME] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"35656-8","3-OH-octadecanoylcarnitine,C18","3-OH-octadecanoylcarnitine,C18","1","Laboratory","Other Labs","0"
"35698-0","METFORMIN [MASS/VOLUME] IN SERUM OR PLASMA","METFORMIN [MASS/VOLUME] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"35745-9","FAT QUAL TOTAL STL PCT","FAT QUAL TOTAL STL PCT","1","Laboratory","Other Labs","0"
"3579-0","DOXEPIN","DOXEPIN","1","Laboratory","Other Labs","0"
"3639-2","5-FLUOROCYTOSINE [MASS/VOLUME] IN SERUM OR PLASMA","5-FLUOROCYTOSINE [MASS/VOLUME] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"3644-2","FLUOXETINE RESULT","FLUOXETINE RESULT","1","Laboratory","Other Labs","0"
"3660-8","FUROSEMIDE [PRESENCE] IN URINE","FUROSEMIDE [PRESENCE] IN URINE","1","Laboratory","Other Labs","0"
"3669-9","HALOPERIDOL [MASS/VOLUME] IN SERUM OR PLASMA","HALOPERIDOL [MASS/VOLUME] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"3676-4","HYDROCHLOROTHIAZIDE [PRESENCE] IN URINE","HYDROCHLOROTHIAZIDE [PRESENCE] IN URINE","1","Laboratory","Other Labs","0"
"3690-5","IMIPRAMINE [MASS/VOLUME] IN SERUM OR PLASMA","IMIPRAMINE [MASS/VOLUME] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"36923-1","EBV COPIES/mL","EBV COPIES/mL","1","Laboratory","Other Labs","0"
"38256-4","CELLS COUNTED TOTAL [#] IN BODY FLUID","CELLS COUNTED TOTAL [#] IN BODY FLUID","1","Laboratory","Other Labs","0"
"38361-2","Feather Mix IgG Chicken Duck Goose Turkey","Feather Mix IgG Chicken Duck Goose Turkey","1","Laboratory","Other Labs","0"
"38364-6","HALOPERIDOL LVL","HALOPERIDOL LVL","1","Laboratory","Other Labs","0"
"38368-7","Pigeon Droppings IgG","Pigeon Droppings IgG","1","Laboratory","Other Labs","0"
"38379-4","MTB RESULT","MTB RESULT","1","Laboratory","Other Labs","0"
"38542-7","REPAGLINIDE","REPAGLINIDE","1","Laboratory","Other Labs","0"
"3862-0","NORDOXEPIN","NORDOXEPIN","1","Laboratory","Other Labs","0"
"3868-7","NORFLUOXETINE","NORFLUOXETINE","1","Laboratory","Other Labs","0"
"3872-9","NORTRIPTYLINE [MASS/VOLUME] IN SERUM OR PLASMA","NORTRIPTYLINE [MASS/VOLUME] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"39000-5","3-OH-iso-butyrylcarnitine,C4-O","3-OH-iso-butyrylcarnitine,C4-O","1","Laboratory","Other Labs","0"
"39001-3","3-OH-isovalerylcarnitine,C5-OH","3-OH-isovalerylcarnitine,C5-OH","1","Laboratory","Other Labs","0"
"39002-1","3-Methylglutarylcarnitine,C6-D","3-Methylglutarylcarnitine,C6-D","1","Laboratory","Other Labs","0"
"39014-6","Octanedioylcarnitine,C8-DC","Octanedioylcarnitine,C8-DC","1","Laboratory","Other Labs","0"
"39017-9","MYCOBACTERIUM TUBERCULOSIS TUBERCULIN STIMULATED GAMMA INTERFERON/MITOGEN STIMULATED GAMMA INTERFERON IN BLOOD","MYCOBACTERIUM TUBERCULOSIS TUBERCULIN STIMULATED GAMMA INTERFERON/MITOGEN STIMULATED GAMMA INTERFERON IN BLOOD","1","Laboratory","Other Labs","0"
"39111-0","CEA fluid site","CEA fluid site","1","Laboratory","Other Labs","0"
"39534-3","CRYPTOSPORIDIUM AG","CRYPTOSPORIDIUM AG","1","Laboratory","Other Labs","0"
"39576-4","SULFATE CONC","SULFATE CONC","1","Laboratory","Other Labs","0"
"39615-0","Benzoylcarnitine","Benzoylcarnitine","1","Laboratory","Other Labs","0"
"3978-4","PRIMIDONE SERUM/PLASMA","PRIMIDONE SERUM/PLASMA","1","Laboratory","Other Labs","0"
"39804-0","Lp-PLA2 (Lipoprotein-associated phospholipase A2)","Lp-PLA2 (Lipoprotein-associated phospholipase A2)","1","Laboratory","Other Labs","0"
"3982-6","PROCAINAMIDE [MASS/VOLUME] IN SERUM OR PLASMA","PROCAINAMIDE [MASS/VOLUME] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"3983-4","PA+NAPA","PA+NAPA","1","Laboratory","Other Labs","0"
"40431-9","Sex of Control Vial","Sex of Control Vial","1","Laboratory","Other Labs","0"
"40444-2","CMV Genotype Comment","CMV Genotype Comment","1","Laboratory","Other Labs","0"
"40465-7","GLIMEPIRIDE","GLIMEPIRIDE","1","Laboratory","Other Labs","0"
"40469-9","HYDROFLUMETHIAZIDE [PRESENCE] IN URINE","HYDROFLUMETHIAZIDE [PRESENCE] IN URINE","1","Laboratory","Other Labs","0"
"40595-1","PROTHROMBIN IGG AB [UNITS/VOLUME] IN SERUM OR PLASMA","PROTHROMBIN IGG AB [UNITS/VOLUME] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"40596-9","ANTI-PROTHROMBIN IGM","ANTI-PROTHROMBIN IGM","1","Laboratory","Other Labs","0"
"4061-8","TOLBUTAMIDE","TOLBUTAMIDE","1","Laboratory","Other Labs","0"
"40667-8","RUBELLA VIRUS IGG AB [PRESENCE] IN SERUM OR PLASMA BY IMMUNOASSAY","RUBELLA VIRUS IGG AB [PRESENCE] IN SERUM OR PLASMA BY IMMUNOASSAY","1","Laboratory","Other Labs","0"
"40729-6","HSV T 1&2 SPEC ANTB, S","HSV T 1&2 SPEC ANTB, S","1","Laboratory","Other Labs","0"
"40787-4","KIDNEY STONE ANALYS.","KIDNEY STONE ANALYS.","1","Laboratory","Other Labs","0"
"40793-2","Alk Phos Placental","Alk Phos Placental","1","Laboratory","Other Labs","0"
"40851-8","NORMETANEPHRINE BLD","NORMETANEPHRINE BLD","1","Laboratory","Other Labs","0"
"41005-0","Coronavirus NL63","Coronavirus NL63","1","Laboratory","Other Labs","0"
"41077-9","Notch 3 Gene Mutation Result","Notch 3 Gene Mutation Result","1","Laboratory","Other Labs","0"
"41157-9","CHLAMYDIA TRACHOMATIS IGM","CHLAMYDIA TRACHOMATIS IGM","1","Laboratory","Other Labs","0"
"41236-1","WNV Ab, IgG, CSF","WNV Ab, IgG, CSF","1","Laboratory","Other Labs","0"
"41396-3","Tenofovir","Tenofovir","1","Laboratory","Other Labs","0"
"41402-9","EMITRICITABINE RESISTANCE","EMITRICITABINE RESISTANCE","1","Laboratory","Other Labs","0"
"41479-7","BK Quant Plasma PCR","BK Quant Plasma PCR","1","Laboratory","Other Labs","0"
"41480-5","BK Virus Quant Urine, PCR","BK Virus Quant Urine, PCR","1","Laboratory","Other Labs","0"
"41870-7","Mature Tryptase","Mature Tryptase","1","Laboratory","Other Labs","0"
"41871-5","VOLTAGE-GATED POTASSIUM CHANNEL AB [MOLES/VOLUME] IN SERUM","VOLTAGE-GATED POTASSIUM CHANNEL AB [MOLES/VOLUME] IN SERUM","1","Laboratory","Other Labs","0"
"42000-0","Lopin and Riton Resistance","Lopin and Riton Resistance","1","Laboratory","Other Labs","0"
"42077-8","Patient home phone","Patient home phone","1","Laboratory","Other Labs","0"
"42176-8","Fungitell","Fungitell","1","Laboratory","Other Labs","0"
"42178-4","Lipoprotein X","Lipoprotein X","1","Laboratory","Other Labs","0"
"42233-7","ACHR GAN NEURONAL AB","ACHR GAN NEURONAL AB","1","Laboratory","Other Labs","0"
"42315-2","Apo E Geno Result","Apo E Geno Result","1","Laboratory","Other Labs","0"
"42326-9","Drug Screen 1 Breast Milk","Drug Screen 1 Breast Milk","1","Laboratory","Other Labs","0"
"42349-1","CULFB Reason for Referral","CULFB Reason for Referral","1","Laboratory","Other Labs","0"
"42602-3","TROPHERYMA WHIPPELII DNA [PRESENCE] IN BLOOD BY PROBE AND TARGET AMPLIFICATION METHOD","TROPHERYMA WHIPPELII DNA [PRESENCE] IN BLOOD BY PROBE AND TARGET AMPLIFICATION METHOD","1","Laboratory","Other Labs","0"
"42626-2","T. Gondii CSF PCR","T. Gondii CSF PCR","1","Laboratory","Other Labs","0"
"43130-4","Total bile acids","Total bile acids","1","Laboratory","Other Labs","0"
"43235-1","Acrylylcarnitine,C3:1","Acrylylcarnitine,C3:1","1","Laboratory","Other Labs","0"
"43243-5","ISO-BUTYRYLCARNITINE,C4","ISO-BUTYRYLCARNITINE,C4","1","Laboratory","Other Labs","0"
"43392-0","LDL1 Chol Pattern A","LDL1 Chol Pattern A","1","Laboratory","Other Labs","0"
"43393-8","LDL4 Chol Pattern B","LDL4 Chol Pattern B","1","Laboratory","Other Labs","0"
"43399-5","JAK2 V617F Mut Percent","JAK2 V617F Mut Percent","1","Laboratory","Other Labs","0"
"43413-4","UNITS ORDERED","UNITS ORDERED","1","Laboratory","Other Labs","0"
"43573-5","LYME  IGM, WB CSF","LYME  IGM, WB CSF","1","Laboratory","Other Labs","0"
"43583-4","Lipoprotein (a)","Lipoprotein (a)","1","Laboratory","Other Labs","0"
"43588-3","Varicella-Zoster Virus (VZV) A","Varicella-Zoster Virus (VZV) A","1","Laboratory","Other Labs","0"
"43727-7","LDL Chol Small","LDL Chol Small","1","Laboratory","Other Labs","0"
"43729-3","HDL Chol Large","HDL Chol Large","1","Laboratory","Other Labs","0"
"43798-8","AFP Amniotic Fluid Results","AFP Amniotic Fluid Results","1","Laboratory","Other Labs","0"
"43868-9","CHLAMYDIA PSITTACI IGG","CHLAMYDIA PSITTACI IGG","1","Laboratory","Other Labs","0"
"43913-3","Bordetella Pertussis","Bordetella Pertussis","1","Laboratory","Other Labs","0"
"43993-5","Calculated Age at EDD","Calculated Age at EDD","1","Laboratory","Other Labs","0"
"44036-2","ANALGESICS, UR","ANALGESICS, UR","1","Laboratory","Other Labs","0"
"44050-3","GLU PHOS ISOMERASE","GLU PHOS ISOMERASE","1","Laboratory","Other Labs","0"
"44051-1","ADENYLATE KINASE","ADENYLATE KINASE","1","Laboratory","Other Labs","0"
"44052-9","PHOSPHOFRUCTOKINASE","PHOSPHOFRUCTOKINASE","1","Laboratory","Other Labs","0"
"44053-7","PHOSPHOGLYC KINASE","PHOSPHOGLYC KINASE","1","Laboratory","Other Labs","0"
"44054-5","TRIOSEPHOSPHATE ISOM","TRIOSEPHOSPHATE ISOM","1","Laboratory","Other Labs","0"
"44357-2","GALACTOMANNAN AG [UNITS/VOLUME] IN SERUM OR PLASMA BY IMMUNOASSAY","GALACTOMANNAN AG [UNITS/VOLUME] IN SERUM OR PLASMA BY IMMUNOASSAY","1","Laboratory","Other Labs","0"
"44507-2","HSV Ab, IgM, S by IFA","HSV Ab, IgM, S by IFA","1","Laboratory","Other Labs","0"
"44825-8","B QUINTANA IGM","B QUINTANA IGM","1","Laboratory","Other Labs","0"
"44827-4","B QUINTANA IGG","B QUINTANA IGG","1","Laboratory","Other Labs","0"
"44828-2","TERIFLUNOMIDE [MASS/VOLUME] IN SERUM OR PLASMA","TERIFLUNOMIDE [MASS/VOLUME] IN SERUM OR PLASMA","1","Laboratory","Other Labs","0"
"44981-9","CHLAMYDIA PNEUMO IGG","CHLAMYDIA PNEUMO IGG","1","Laboratory","Other Labs","0"
"45057-7","ANTI-CARDIOLIPIN ABY","ANTI-CARDIOLIPIN ABY","1","Laboratory","Other Labs","0"
"45166-6","DIPHTHERIA IGG AB,S","DIPHTHERIA IGG AB,S","1","Laboratory","Other Labs","0"
"45175-7","HIV1 Genotype Rev Trans Mutations","HIV1 Genotype Rev Trans Mutations","1","Laboratory","Other Labs","0"
"45176-5","Nonnucleoside RT mutations","Nonnucleoside RT mutations","1","Laboratory","Other Labs","0"
"45374-6","CROSSMATCH EXPIRATION","CROSSMATCH EXPIRATION","1","Laboratory","Other Labs","0"
"45401-7","Pt Zip Code","Pt Zip Code","1","Laboratory","Other Labs","0"
"4579-9","HGB F,RED CELL DIST.","HGB F,RED CELL DIST.","1","Laboratory","Other Labs","0"
"4621-9","HEMOGLOBIN S [PRESENCE] IN BLOOD","HEMOGLOBIN S [PRESENCE] IN BLOOD","1","Laboratory","Other Labs","0"
"4633-4","HGB F STAIN","HGB F STAIN","1","Laboratory","Other Labs","0"
"46419-8","RBC UA","RBC UA","1","Laboratory","Other Labs","0"
"46429-7","A1AT Feces 24 Hr","A1AT Feces 24 Hr","1","Laboratory","Other Labs","0"
"46499-0","Patient State","Patient State","1","Laboratory","Other Labs","0"
"46699-5","Fibroblast Growth Factor 23","Fibroblast Growth Factor 23","1","Laboratory","Other Labs","0"
"46756-3","Fatty Acid Disorders","Fatty Acid Disorders","1","Laboratory","Other Labs","0"
"46761-3","Biotinidase Deficiency","Biotinidase Deficiency","1","Laboratory","Other Labs","0"
"46762-1","Hypothyroidism","Hypothyroidism","1","Laboratory","Other Labs","0"
"4685-4","SULFHEMOGLOBIN","SULFHEMOGLOBIN","1","Laboratory","Other Labs","0"
"46974-2","OXYMORPHONE,FREE","OXYMORPHONE,FREE","1","Laboratory","Other Labs","0"
"46984-1","LDL2 Chol Pattern A","LDL2 Chol Pattern A","1","Laboratory","Other Labs","0"
"46985-8","LDL3 Chol Pattern B","LDL3 Chol Pattern B","1","Laboratory","Other Labs","0"
"46986-6","VLDL-3 Chol (Remnant Lipoprotein)","VLDL-3 Chol (Remnant Lipoprotein)","1","Laboratory","Other Labs","0"
"47004-7","6-MAM,FREE","6-MAM,FREE","1","Laboratory","Other Labs","0"
"47213-4","LDL Density Pattern","LDL Density Pattern","1","Laboratory","Other Labs","0"
"47215-9","LDL Chol Medium","LDL Chol Medium","1","Laboratory","Other Labs","0"
"47224-1","IVF Pregnancy","IVF Pregnancy","1","Laboratory","Other Labs","0"
"47320-7","BAKER'S YEAST IGA AB [UNITS/VOLUME] IN SERUM BY IMMUNOASSAY","BAKER'S YEAST IGA AB [UNITS/VOLUME] IN SERUM BY IMMUNOASSAY","1","Laboratory","Other Labs","0"
"47321-5","BAKER'S YEAST IGG AB [UNITS/VOLUME] IN SERUM BY IMMUNOASSAY","BAKER'S YEAST IGG AB [UNITS/VOLUME] IN SERUM BY IMMUNOASSAY","1","Laboratory","Other Labs","0"
"47393-4","GLIADIN IGA","GLIADIN IGA","1","Laboratory","Other Labs","0"
"47394-2","GLIADIN IGG","GLIADIN IGG","1","Laboratory","Other Labs","0"
"47401-5","CRMP-5-IGG","CRMP-5-IGG","1","Laboratory","Other Labs","0"
"47405-6","EHRLICHIA CHAFFEENSIS IGG AB [TITER] IN SERUM BY IMMUNOFLUORESCENCE","EHRLICHIA CHAFFEENSIS IGG AB [TITER] IN SERUM BY IMMUNOFLUORESCENCE","1","Laboratory","Other Labs","0"
"47549-1","ADENOSINE DEAMINASE [ENZYMATIC ACTIVITY/MASS] IN RED BLOOD CELLS","ADENOSINE DEAMINASE [ENZYMATIC ACTIVITY/MASS] IN RED BLOOD CELLS","1","Laboratory","Other Labs","0"
"47938-6","Specimen source [Identifier] of Body fluid","Specimen source [Identifier] of Body fluid","1","Laboratory","Other Labs","0"
"48039-2","FETAL FIBRONECTIN","FETAL FIBRONECTIN","1","Laboratory","Other Labs","0"
"48055-8","Pneumocystis Smear Result","Pneumocystis Smear Result","1","Laboratory","Other Labs","0"
"48159-8","HCV S/CO Ratio","HCV S/CO Ratio","1","Laboratory","Other Labs","0"
"48366-9","PENTADECANOIC ACID","PENTADECANOIC ACID","1","Laboratory","Other Labs","0"
"48371-9","DOCOSAPENTAENOIC ACID","DOCOSAPENTAENOIC ACID","1","Laboratory","Other Labs","0"
"48428-7","TOTAL C18-trans","TOTAL C18-trans","1","Laboratory","Other Labs","0"
"48555-7","Fetal Maternal Hemorrhage Scrn","Fetal Maternal Hemorrhage Scrn","1","Laboratory","Other Labs","0"
"48590-4","Activated PTT + Activated Protein C Resist","Activated PTT + Activated Protein C Resist","1","Laboratory","Other Labs","0"
"48591-2","APC RESISTANCE INTERPRETATION","APC RESISTANCE INTERPRETATION","1","Laboratory","Other Labs","0"
"48654-8","Diphtheria IgG value","Diphtheria IgG value","1","Laboratory","Other Labs","0"
"48708-2","FRESH RBC CSF","FRESH RBC CSF","1","Laboratory","Other Labs","0"
"48709-0","CRENATED RBC CSF","CRENATED RBC CSF","1","Laboratory","Other Labs","0"
"48767-8","HPV Hi Risk Com","HPV Hi Risk Com","1","Laboratory","Other Labs","0"
"48792-6","Necroinfl Act Score","Necroinfl Act Score","1","Laboratory","Other Labs","0"
"48793-4","Necroinfl Act Grade","Necroinfl Act Grade","1","Laboratory","Other Labs","0"
"48794-2","Fibrosis Stage","Fibrosis Stage","1","Laboratory","Other Labs","0"
"48864-3","Bartonella PCR Tissue Result","Bartonella PCR Tissue Result","1","Laboratory","Other Labs","0"
"49024-3","DIFF TYPE","DIFF TYPE","1","Laboratory","Other Labs","0"
"49049-0","COLLECTION TIME OF UNSPECIFIED SPECIMEN","COLLECTION TIME OF UNSPECIFIED SPECIMEN","1","Laboratory","Other Labs","0"
"49051-6","Gest Age Wks","Gest Age Wks","1","Laboratory","Other Labs","0"
"49061-5","HEPATIC IRON INDEX","HEPATIC IRON INDEX","1","Laboratory","Other Labs","0"
"49136-5","CK MB INDEX","CK MB INDEX","1","Laboratory","Other Labs","0"
"49216-5","HEXOKINASE","HEXOKINASE","1","Laboratory","Other Labs","0"
"49316-3","Hemoglobin ELP Comment","Hemoglobin ELP Comment","1","Laboratory","Other Labs","0"
"49412-0","JC VIRUS AB","JC VIRUS AB","1","Laboratory","Other Labs","0"
"49549-9","REFERENCE LAB TEST METHOD","REFERENCE LAB TEST METHOD","1","Laboratory","Other Labs","0"
"49618-2","Atazanavir with RTV","Atazanavir with RTV","1","Laboratory","Other Labs","0"
"49619-0","Indinavir with RTV","Indinavir with RTV","1","Laboratory","Other Labs","0"
"49621-6","Saquinavir with RTV","Saquinavir with RTV","1","Laboratory","Other Labs","0"
"49622-4","Tipranavir with RTV","Tipranavir with RTV","1","Laboratory","Other Labs","0"
"49630-7","Darunavir with RTV","Darunavir with RTV","1","Laboratory","Other Labs","0"
"49660-4","HIV1 DRUG RESISTANCE","HIV1 DRUG RESISTANCE","1","Laboratory","Other Labs","0"
"49700-8","METANEPHRINE BLD","METANEPHRINE BLD","1","Laboratory","Other Labs","0"
"49730-5","ASPERGILLIS AB,CSF","ASPERGILLIS AB,CSF","1","Laboratory","Other Labs","0"
"49750-3","DHC/HYDROCODOL,FREE","DHC/HYDROCODOL,FREE","1","Laboratory","Other Labs","0"
"49836-0","PFA INTERPRETATION","PFA INTERPRETATION","1","Laboratory","Other Labs","0"
"49876-6","ALPHA OH-TRIAZOLAM-BY GC/MS","ALPHA OH-TRIAZOLAM-BY GC/MS","1","Laboratory","Other Labs","0"
"49900-4","HEPTACARBOXYL I","HEPTACARBOXYL I","1","Laboratory","Other Labs","0"
"49901-2","HEPTACARBOXYL III","HEPTACARBOXYL III","1","Laboratory","Other Labs","0"
"4999-9","CMV PCR Ur Result","CMV PCR Ur Result","1","Laboratory","Other Labs","0"
"5000-5","CMV PCR","CMV PCR","1","Laboratory","Other Labs","0"
"5002-1","EPSTEIN BARR VIRUS PCR QT,B","EPSTEIN BARR VIRUS PCR QT,B","1","Laboratory","Other Labs","0"
"50194-0","Remnant Lipoprotein (IDL+VLDL3)","Remnant Lipoprotein (IDL+VLDL3)","1","Laboratory","Other Labs","0"
"50262-5","RETIC BATTERY","RETIC BATTERY","1","Laboratory","Other Labs","0"
"50313-6","CYCLOSPORA STAIN","CYCLOSPORA STAIN","1","Laboratory","Other Labs","0"
"50347-4","PV B19,BONE MARROW","PV B19,BONE MARROW","1","Laboratory","Other Labs","0"
"50397-9","Result Summary","Result Summary","1","Laboratory","Other Labs","0"
"50544-6","EVEROLIMUS [MASS/VOLUME] IN BLOOD","EVEROLIMUS [MASS/VOLUME] IN BLOOD","1","Laboratory","Other Labs","0"
"5058-3","BLASTOMYCES DERMATITIDIS AB [PRESENCE] IN SERUM BY IMMUNE DIFFUSION (ID)","BLASTOMYCES DERMATITIDIS AB [PRESENCE] IN SERUM BY IMMUNE DIFFUSION (ID)","1","Laboratory","Other Labs","0"
"50731-9","High Dose Heparin","High Dose Heparin","1","Laboratory","Other Labs","0"
"50732-7","Therapeutic Heparin","Therapeutic Heparin","1","Laboratory","Other Labs","0"
"50735-0","SRA Interpretation","SRA Interpretation","1","Laboratory","Other Labs","0"
"50796-2","M COMP 3 (g/dL)","M COMP 3 (g/dL)","1","Laboratory","Other Labs","0"
"50797-0","M COMP 4 (g/dL)","M COMP 4 (g/dL)","1","Laboratory","Other Labs","0"
"50941-4","AFB Smear","AFB Smear","1","Laboratory","Other Labs","0"
"50944-8","20 UM ADP WB PLT AGG","20 UM ADP WB PLT AGG","1","Laboratory","Other Labs","0"
"5096-3","Coccidioides Ab CF","Coccidioides Ab CF","1","Laboratory","Other Labs","0"
"50996-8","B-GLOB GENE SEQUENCE","B-GLOB GENE SEQUENCE","1","Laboratory","Other Labs","0"
